tweetID,followers,listed,followings,verified,Total_favourite_count,tweet_favorite_count
882861831458509000,514,220,317,0,27011,0
882861830871204000,826,27,626,0,24148,0
882861825099825000,322,30,478,0,21447,0
882861818758087000,1885,16,175,0,1470,0
882861813733478000,495,42,6,0,0,0
882861812139442000,39,0,66,0,13541,0
882861809090282000,237,1,621,0,18894,0
882861806435287000,59,3,16,0,272,0
882861803734159000,108,1,587,0,8776,0
882861801842422000,89,1,372,0,356,0
882861799007179000,702,58,420,0,4133,0
882861798143255000,4770,103,327,0,9350,0
882861786223055000,3231,12,2791,0,9308,0
882861783714718000,59,3,16,0,272,0
882861779553985000,54,0,550,0,1059,0
882861779231138000,1587,21,888,0,1535,0
882861778635379000,214,3,380,0,2658,0
882861777595380000,344,3,412,0,6748,1
882861777574273000,221,14,102,0,1422,0
882861773061144000,334,6,427,0,81,0
882861771672895000,292,10,387,0,367,0
882861770691420000,46,0,131,0,3566,0
882861763670098000,44,1,53,0,208,0
882861756292493000,25,0,78,0,267,0
882861754786603000,251,11,93,0,8096,0
882861749619372000,1167,22,106,0,41318,0
882861729096491000,177,33,444,0,7025,0
882861728601698000,66,0,136,0,4976,0
882861728534381000,2093,4,317,0,2388,0
882861722721059000,324,2,262,0,28653,0
882861721110536000,690,5,4728,0,50066,0
882861713862701000,214,3,380,0,2658,0
882861710746452000,6,0,80,0,6,0
882861710339691000,69,1,161,0,1976,0
882861707873354000,1657,4,199,0,4091,0
882861701384868000,61,0,15,0,521,0
882861698415251000,3486,95,722,0,19024,0
882861697576436000,10497,23,902,0,1859,0
882861694476722000,1775,16,631,0,17661,0
882861693566636000,271,28,118,0,235,0
882861693512016000,1139,245,994,0,44272,0
882861693017010000,11126,141,482,0,11605,0
882861684230038000,3085,65,389,0,1014,0
882861679683482000,857,3,187,0,63376,0
882861675392762000,3755,135,4494,0,13543,0
882861675350807000,19,1,64,0,107,0
882861673073320000,2729,58,142,0,31426,0
882861672779718000,814,0,659,0,2392,0
882861672536224000,34,0,214,0,393,0
882861672385434000,1907,2,1569,0,829,2
882861670644810000,1657,4,199,0,4091,0
882861669151425000,16604,301,378,0,324131,0
882861668505502000,55,1,90,0,4800,0
882861666513207000,12922,70,248,0,51,0
882861663594189000,0,0,135,0,0,0
882861661870150000,176,32,132,0,16472,0
882861658623717000,258,1,632,0,6321,0
882861656090575000,111470,548,1114,1,2148,0
882861653796278000,1181,194,746,0,52600,0
882861653192315000,121,15,166,0,488,0
882861651015471000,1,0,9,0,11,0
882861650608509000,874,2,2480,0,1925,0
882861646028444000,419,3,2229,0,54,0
882861638243631000,1139,245,994,0,44272,0
882861635865428000,258,2,323,0,192,0
882861632996729000,728,5,924,0,9936,0
882861632019468000,198,0,111,0,5232,0
882861629007942000,411,0,384,0,540,0
882861627686752000,1793,52,427,0,37,0
882861620078142000,775,24,320,0,8786,0
882861612851274000,915,24,2457,0,65058,0
882861604571951000,23,1,5,0,582,0
882861604425146000,1657,4,199,0,4091,0
882861600188674000,3155,102,205,0,65694,0
882861599928856000,411,0,384,0,540,0
882861593431876000,322,2,1575,0,18169,0
882861589543756000,634,3,3420,0,26738,0
882861587874304000,37,1,124,0,3843,0
882861587257840000,3,0,57,0,18,0
882861573601100000,0,0,7,0,0,0
882861572850200000,899,45,3324,0,121428,0
882861571155706000,3155,102,205,0,65694,0
882861564738453000,270,9,685,0,235,0
882861564193321000,448,4,447,0,834,0
882861563098432000,33,0,42,0,223,0
882861561165087000,175,29,428,0,11799,0
882861556412727000,6297,228,3161,0,9236,0
882861548624126000,69,0,146,0,3235,0
882861548342977000,86,26,315,0,2483,0
882861541565112000,476,3,348,0,48,0
882861539262210000,37,2,89,0,606,0
882861530693460000,1749,86,2213,0,5898,0
882861528449335000,5,0,166,0,747,0
882861520501092000,47,0,73,0,11094,0
882861518999757000,5568,53,701,0,13788,5
882861514767700000,50,3,164,0,66,0
882861511605010000,8,0,16,0,24,0
882861511462539000,377,1,119,0,671,0
882861508639805000,2729,58,142,0,31426,0
882861508585296000,21,2,139,0,902,0
882861505682653000,1665,1,2370,0,59,0
882861494995759000,12,1,140,0,27,0
882861494915875000,1665,1,2370,0,59,0
882861493921825000,14,0,55,0,90,0
882861493703909000,3,0,106,0,11,0
882861488100213000,1657,4,199,0,4091,0
882861478289822000,14,0,154,0,213,0
882861472044528000,42529,105,512,1,7000,0
882861469397787000,688,75,348,0,14496,1
882861460615041000,22,0,220,0,25,0
882861453648122000,84,0,390,0,120,0
882861453505475000,224,2,1272,0,8158,0
882861436619207000,3155,102,205,0,65694,0
882861434123592000,0,0,2,0,0,0
882861431959454000,79,1,238,0,207,0
882861431519138000,294,50,548,0,4383,0
882861429749162000,34219,365,17239,0,32715,0
882861422526333000,37,3,50,0,155,0
882861416889430000,85,0,41,0,7333,0
882861415463367000,9270,331,171,1,659,1
882861415333286000,538,65,355,0,8405,0
882861412946772000,140,6,1149,0,10960,0
882861411281629000,814,0,659,0,2392,0
882861408781607000,413,0,63,0,10166,0
882861406604992000,32,0,166,0,845,0
882861404084028000,309,126,63,0,75763,0
882861393799545000,184,5,386,0,3078,0
882861380449165000,10564,56,11211,0,25109,0
882861378712764000,86,0,146,0,1948,0
882861378255630000,1286,85,2978,0,50982,0
882861377831879000,104,20,311,0,8601,0
882861361289544000,1179,38,2103,0,15492,0
882861359255433000,137,6,325,0,4567,0
882861359196627000,10,0,30,0,248,0
882861354968793000,3155,102,205,0,65694,0
882861350174601000,81,0,212,0,463,0
882861346777387000,47,5,250,0,89,0
882861332978118000,5559,65,1106,0,42344,0
882861330855674000,12,2,35,0,4,0
882861326120440000,115,4,109,0,843,0
882861317526360000,40,0,380,0,6425,0
882861313994752000,77647,767,257,0,80,1
882861305127981000,727,17,130,0,85,0
882861297330643000,189,1,283,0,6166,0
882861284626182000,296,3,809,0,3810,0
882861272475107000,152,1,190,0,7745,1
882861270793281000,23,0,437,0,78,0
882861263772144000,0,1,1,0,0,0
882861257224835000,17351,18,213,0,54,1
882861254024376000,1713,0,380,0,1199,0
882861251780424000,1316,4,23,0,13,0
882861247166783000,107,2,294,0,1669,0
882861235330581000,69,1,161,0,1976,0
882861234688713000,32,9,145,0,1641,0
882861225394135000,2,0,12,0,3,0
882861223120749000,856,24,756,0,97,0
882861219350159000,66,0,160,0,2120,0
882861215046812000,72,11,40,0,1980,0
882861212211565000,280,23,15,0,0,0
882861210600956000,530,4,95,0,1649,0
882861204783469000,40728,74,907,0,6611,3
882861200991601000,154,19,79,0,161,0
882861199737496000,121,0,287,0,1017,0
882861199645221000,36599,376,36416,0,82863,0
882861199116780000,5075,98,931,0,42318,0
882861183799361000,360,12,604,0,858,0
882861174831723000,643,70,599,0,6576,0
882861164094521000,31,0,63,0,81,0
882861163289100000,1167,30,476,0,2051,0
882861162638922000,292,15,383,0,17333,0
882861162248888000,510,26,1,0,777,0
882861160428520000,12,0,172,0,173,0
882861143336911000,33444,150,13,0,0,0
882861139083776000,34,0,123,0,972,0
882861135686492000,69,1,161,0,1976,0
882861134205911000,18851,90,133,0,59,0
882861133572575000,1785,6,3043,0,4600,0
882861118414140000,14,0,55,0,90,0
882861117478851000,2290,339,2289,0,79709,0
882861115360805000,1369,15,705,0,21430,0
882861113947247000,775,24,320,0,8786,0
882861112772878000,38074,140,6694,0,4906,3
882861111653040000,355,20,836,0,13,0
882861109069230000,13,0,59,0,220,0
882861099447722000,239,2,460,0,14302,0
882861097488753000,541,0,4632,0,1851,0
882861084629008000,48240,128,27476,0,37115,0
882861083463004000,181,7,468,0,121,0
882861074835423000,76,2,5,0,9129,0
882861073598005000,538,65,355,0,8405,0
882861069269709000,4325,1,1364,0,191,0
882861067713622000,4325,1,1364,0,191,0
882861064152416000,157,8,731,0,5146,0
882861062521061000,0,0,22,0,0,0
882861060881093000,81,3,47,0,3178,0
882861056757858000,100,5,86,0,5445,0
882861043151753000,345,31,277,0,13,0
882861037099389000,1388,35,316,0,35983,0
882861034893128000,1,0,63,0,26,0
882861034331021000,538,65,355,0,8405,0
882861032196022000,247,20,261,0,11034,0
882861028450509000,860,15,551,0,1964,0
882861025225196000,172,2,164,0,66,0
882861014198485000,421,6,800,0,17010,0
882861011241513000,73,0,500,0,499,0
882861001418441000,137,260,35,0,0,0
882860999807730000,787,160,286,0,13773,0
882860998364987000,246,14,197,0,2,0
882860991599563000,627,61,2326,0,3335,0
882860982061613000,251,11,93,0,8096,0
882860981633729000,512,5,1069,0,5959,0
882860980832616000,627,61,2326,0,3335,0
882860969122202000,627,61,2326,0,3335,0
882860968652493000,96,1,690,0,69,0
882860964265120000,42,2,653,0,37,0
882860962419794000,89,0,540,0,103208,0
882860956207940000,345,31,277,0,13,0
882860946107974000,11592,45,104,1,1444,0
882860941255123000,50,2,39,0,3,0
882860940655505000,627,61,2326,0,3335,0
882860937811812000,2956,67,2298,0,18699,0
882860935274144000,76,2,5,0,9129,0
882860927900557000,221,31,454,0,752,0
882860927380369000,11592,45,104,1,1444,0
882860924121498000,1514,90,491,0,77759,0
882860919914611000,2391,18,30,0,1195,0
882860919658697000,6070,115,995,0,9686,0
882860918828220000,1520051,1127,305,1,24,0
882860918765269000,1562,1435,1216,0,9894,0
882860915707716000,3155,102,205,0,65694,0
882860908166435000,78,2,275,0,2278,0
882860906912260000,11592,45,104,1,1444,0
882860903569510000,627,61,2326,0,3335,0
882860897747648000,219,55,281,0,13964,0
882860892408488000,627,61,2326,0,3335,0
882860889468056000,2742,87,2936,0,56201,0
882860883873079000,5807,1803,0,0,1341,0
882860882601976000,11592,45,104,1,1444,0
882860880836272000,76,2,5,0,9129,0
882860877157761000,48240,128,27476,0,37115,0
882860876440588000,5017,62,1858,0,43622,0
882860870069436000,286,12,14,0,3035,0
882860869209563000,2059,30,241,0,2759,0
882860867565564000,627,61,2326,0,3335,0
882860867385262000,1218,3,512,0,571,0
882860863367074000,33,0,50,0,1274,0
882860861324378000,1508,39,373,0,15953,0
882860858321256000,58,5,136,0,8774,0
882860852717605000,557,103,491,0,3693,0
882860848569614000,143,6,576,0,5,1
882860846048698000,629,232,381,0,25546,0
882860844043969000,627,61,2326,0,3335,0
882860839195124000,328,7,92,0,1093,0
882860838729773000,4243,12,161,0,814,0
882860838360556000,17,0,70,0,14,0
882860835344794000,627,61,2326,0,3335,0
882860827770057000,1,0,84,0,32,0
882860813828182000,98259,870,2319,0,925,0
882860812918030000,627,61,2326,0,3335,0
882860812108300000,228,3,515,0,147,0
882860810107634000,36599,376,36416,0,82863,0
882860806139814000,627,61,2326,0,3335,0
882860804806250000,295681,9351,1429,1,203,6
882860800507089000,462,13,4995,0,30805,0
882860799248654000,583,19,628,0,15764,0
882860789190623000,24,0,181,0,641,0
882860784124019000,150,0,284,0,855,0
882860779195716000,262,26,133,0,755,0
882860773432865000,84,9,73,0,4570,0
882860771826389000,4,0,184,0,233,0
882860771280953000,126,20,446,0,7666,0
882860768160432000,49,8,190,0,10429,0
882860765958386000,45,0,196,0,4030,0
882860760036233000,70,0,168,0,1713,0
882860759583261000,34,0,114,0,448,0
882860758320652000,6,0,313,0,45,0
882860757792182000,2433,23,417,0,20129,0
882860747167945000,104,20,311,0,8601,0
882860743422616000,2729,58,142,0,31426,0
882860742076228000,4,0,24,0,12,0
882860740717269000,49,0,154,0,1775,0
882860739865850000,60,0,131,0,981,0
882860738573894000,33444,150,13,0,0,0
882860736887837000,83595,2431,808,1,217,0
882860734857843000,129541,212,1355,0,30308,0
882860730545971000,538,65,355,0,8405,0
882860729044419000,335,4,250,0,705,0
882860727324860000,17,2,22,0,373,0
882860726192267000,1704,189,1297,0,4362,0
882860725793726000,1739,26,913,0,3571,0
882860725563261000,2956,67,2298,0,18699,0
